0,154.000000,116.000000,139.000000,56.000000,190.000000,111.000000
10,113.000000,102.000000,178.000000,128.000000,73.000000,147.000000
20,113.000000,102.000000,178.000000,128.000000,73.000000,147.000000
30,113.000000,102.000000,178.000000,128.000000,73.000000,147.000000
40,167.000000,123.000000,164.000000,110.000000,163.000000,112.000000
50,115.000000,79.000000,106.000000,88.000000,80.000000,53.000000
60,115.000000,79.000000,106.000000,88.000000,80.000000,53.000000
70,115.000000,79.000000,106.000000,88.000000,80.000000,53.000000
80,115.000000,79.000000,106.000000,88.000000,80.000000,53.000000
90,115.000000,79.000000,106.000000,88.000000,80.000000,53.000000
100,107.000000,76.000000,106.000000,72.000000,80.000000,52.000000
110,105.000000,76.000000,106.000000,75.000000,80.000000,52.000000
120,106.000000,75.000000,106.000000,71.000000,80.000000,54.000000
130,101.000000,76.000000,106.000000,75.000000,80.000000,54.000000
140,102.000000,75.000000,106.000000,70.000000,80.000000,54.000000
150,99.000000,75.000000,98.000000,72.000000,80.000000,53.000000
160,99.000000,75.000000,95.000000,67.000000,80.000000,54.000000
170,99.000000,75.000000,94.000000,67.000000,80.000000,54.000000
180,95.000000,73.000000,96.000000,69.000000,80.000000,54.000000
190,95.000000,73.000000,95.000000,69.000000,80.000000,54.000000
200,94.000000,73.000000,95.000000,69.000000,80.000000,54.000000
210,94.000000,73.000000,95.000000,69.000000,80.000000,54.000000
220,94.000000,73.000000,95.000000,69.000000,80.000000,54.000000
230,94.000000,74.000000,95.000000,69.000000,80.000000,54.000000
240,94.000000,74.000000,95.000000,69.000000,80.000000,54.000000
250,94.000000,74.000000,95.000000,69.000000,80.000000,54.000000
260,92.000000,69.000000,93.000000,65.000000,80.000000,54.000000
270,89.000000,71.000000,90.000000,63.000000,80.000000,54.000000
280,89.000000,71.000000,89.000000,63.000000,80.000000,54.000000
290,88.000000,85.000000,86.000000,60.000000,80.000000,54.000000
300,88.000000,84.000000,86.000000,60.000000,80.000000,54.000000
310,88.000000,84.000000,86.000000,60.000000,80.000000,54.000000
320,88.000000,84.000000,86.000000,60.000000,80.000000,54.000000
330,88.000000,84.000000,86.000000,60.000000,80.000000,54.000000
340,88.000000,84.000000,86.000000,60.000000,80.000000,54.000000
350,87.000000,88.000000,84.000000,58.000000,80.000000,54.000000
360,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
370,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
380,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
390,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
400,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
410,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
420,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
430,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
440,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
450,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
460,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
470,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
480,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
490,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
500,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
510,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
520,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
530,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
540,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
550,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
560,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
570,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
580,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
590,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
600,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
610,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
620,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
630,88.000000,88.000000,84.000000,58.000000,80.000000,54.000000
