,1,11,21,31,41,51,61,71,81,91,101,111,121,131,141,151,161,171,181,191,201,211,221,231,241,251,261,271,281,291,301,311,321,331,341,351,361,371,381,391,401,411,421,431,441,451,461,471,481,491,501,511,521,531,541,551,561,571,581,591,601,611,621,631,641,651,661,671,681,691,701,711,721,731,741,751,761,771,781,791,801,811,821,831,841,851,861,871,881,891,901,911,921,931,941,951,961,971,981,991,1001,1011,1021,1031,1041,1051,1061,1071,1081,1091,1101,1111,1121,1131,1141,1151,1161,1171,1181,1191,1201,1211,1221,1231,1241,1251,1261,1271,1281,1291,1301,1311,1321,1331,1341,1351,1361,1371,1381,1391,1401,1411,1421,1431,1441,1451,1461,1471,1481,1491,1501,1511,1521,1531,1541,1551,1561,1571,1581,1591,1601,1611,1621,1631,1641,1651,1661,1671,1681,1691,1701,1711,1721,1731,1741,1751,1761,1771,1781,1791,1801,1811,1821,1831,1841,1851,1861,1871,1881,1891,1901,1911,1921,1931,1941,1951,1961,1971,1981,1991,2001,2011,2021,2031,2041,2051,2061,2071,2081,2091,2101,2111,2121,2131,2141,2151,2161,2171,2181,2191,2201,2211,2221,2231,2241,2251,2261,2271,2281,2291,2301,2311,2321,2331,2341,2351,2361,2371,2381,2391,2401,2411,2421,2431,2441,2451,2461,2471,2481,2491,2501,2511,2521,2531,2541,2551,2561,2571,2581,2591,2601,2611,2621,2631,2641,2651,2661,2671,2681,2691,2701,2711,2721,2731,2741,2751,2761,2771,2781,2791,2801,2811,2821,2831,2841,2851,2861,2871,2881,2891,2901,2911,2921,2931,2941,2951,2961,2971,2981,2991,3001,3011,3021,3031,3041,3051,3061,3071,3081,3091,3101,3111,3121,3131,3141,3151,3161,3171,3181,3191,3201,3211,3221,3231,3241,3251,3261,3271,3281,3291,3301,3311,3321,3331,3341,3351,3361,3371,3381,3391,3401,3411,3421,3431,3441,3451,3461,3471,3481,3491,3501,3511,3521,3531,3541,3551,3561,3571,3581,3591,3601,3611,3621,3631,3641,3651,3661,3671,3681,3691,3701,3711,3721,3731,3741,3751,3761,3771,3781,3791,3801,3811,3821,3831,3841,3851,3861,3871,3881,3891,3901,3911,3921,3931,3941,3951,3961,3971,3981,3991,4001,4011,4021,4031,4041,4051,4061,4071,4081,4091,4101,4111,4121,4131,4141,4151,4161,4171,4181,4191,4201,4211,4221,4231,4241,4251,4261,4271,4281,4291,4301,4311,4321,4331,4341,4351,4361,4371,4381,4391,4401,4411,4421,4431,4441,4451,4461,4471,4481,4491,4501,4511,4521,4531,4541,4551,4561,4571,4581,4591,4601,4611,4621,4631,4641,4651,4661,4671,4681,4691,4701,4711,4721,4731,4741,4751,4761,4771,4781,4791,4801,4811,4821,4831,4841,4851,4861,4871,4881,4891,4901,4911,4921,4931,4941,4951,4961,4971,4981,4991,5001,5011,5021,5031,5041,5051,5061,5071,5081,5091,5101,5111,5121,5131,5141,5151,5161,5171,5181,5191,5201,5211,5221,5231,5241,5251,5261,5271,5281,5291,5301,5311,5321,5331,5341,5351,5361,5371,5381,5391,5401,5411,5421,5431,5441,5451,5461,5471,5481,5491,5501,5511,5521,5531,5541,5551,5561,5571,5581,5591,5601,5611,5621,5631,5641,5651,5661,5671,5681,5691,5701,5711,5721,5731,5741,5751,5761,5771,5781,5791,5801,5811,5821,5831,5841,5851,5861,5871,5881,5891,5901,5911,5921,5931,5941,5951,5961,5971,5981,5991,6001,6011,6021,6031,6041,6051,6061,6071,6081,6091,6101,6111,6121,6131,6141,6151,6161,6171,6181,6191,6201,6211,6221,6231,6241,6251,6261,6271,6281,6291,6301,6311,6321,6331,6341,6351,6361,6371,6381,6391,6401,6411,6421,6431,6441,6451,6461,6471,6481,6491,6501,6511,6521,6531,6541,6551,6561,6571,6581,6591,6601,6611,6621,6631,6641,6651,6661,6671,6681,6691,6701,6711,6721,6731,6741,6751,6761,6771,6781,6791,6801,6811,6821,6831,6841,6851,6861,6871,6881,6891,6901,6911,6921,6931,6941,6951,6961,6971,6981,6991,7001,7011,7021,7031,7041,7051,7061,7071,7081,7091,7101,7111,7121,7131,7141,7151,7161,7171,7181,7191,7201,7211,7221,7231,7241,7251,7261,7271,7281,7291,7301,7311,7321,7331,7341,7351,7361,7371,7381,7391,7401,7411,7421,7431,7441,7451,7461,7471,7481,7491,7501,7511,7521,7531,7541,7551,7561,7571,7581,7591,7601,7611,7621,7631,7641,7651,7661,7671,7681,7691,7701,7711,7721,7731,7741,7751,7761,7771,7781,7791,7801,7811,7821,7831,7841,7851,7861,7871,7881,7891,7901,7911,7921,7931,7941,7951,7961,7971,7981,7991,8001,8011,8021,8031,8041,8051,8061,8071,8081,8091,8101,8111,8121,8131,8141,8151,8161,8171,8181,8191,8201,8211,8221,8231,8241,8251,8261,8271,8281,8291,8301,8311,8321,8331,8341,8351,8361,8371,8381,8391,8401,8411,8421,8431,8441,8451,8461,8471,8481,8491,8501,8511,8521,8531,8541,8551,8561,8571,8581,8591,8601,8611,8621,8631,8641,8651,8661,8671,8681,8691,8701,8711,8721,8731,8741,8751,8761,8771,8781,8791,8801,8811,8821,8831,8841,8851,8861,8871,8881,8891,8901,8911,8921,8931,8941,8951,8961,8971,8981,8991,9001,9011,9021,9031,9041,9051,9061,9071,9081,9091,9101,9111,9121,9131,9141,9151,9161,9171,9181,9191,9201,9211,9221,9231,9241,9251,9261,9271,9281,9291,9301,9311,9321,9331,9341,9351,9361,9371,9381,9391,9401,9411,9421,9431,9441,9451,9461,9471,9481,9491,9501,9511,9521,9531,9541,9551,9561,9571,9581,9591,9601,9611,9621,9631,9641,9651,9661,9671,9681,9691,9701,9711,9721,9731,9741,9751,9761,9771,9781,9791,9801,9811,9821,9831,9841,9851,9861,9871,9881,9891,9901,9911,9921,9931,9941,9951,9961,9971,9981,9991,10001,10011,10021,10031,10041,10051,10061,10071,10081,10091,10101,10111,10121,10131,10141,10151,10161,10171,10181,10191,10201,10211,10221,10231,10241,10251,10261,10271,10281,10291,10301,10311,10321,10331,10341,10351,10361,10371,10381,10391,10401,10411,10421,10431,10441,10451,10461,10471,10481,10491,10501,10511,10521,10531,10541,10551,10561,10571,10581,10591,10601,10611,10621,10631,10641,10651,10661,10671,10681,10691,10701,10711,10721,10731,10741,10751,10761,10771,10781,10791,10801,10811,10821,10831,10841,10851,10861,10871,10881,10891,10901,10911,10921,10931,10941,10951,10961,10971,10981,10991,11001,11011,11021,11031,11041,11051,11061,11071,11081,11091,11101,11111,11121,11131,11141,11151,11161,11171,11181,11191,11201,11211,11221,11231,11241,11251,11261,11271,11281,11291,11301,11311,11321,11331,11341,11351,11361,11371,11381,11391,11401,11411,11421,11431,11441,11451,11461,11471,11481,11491,11501,11511,11521,11531,11541,11551,11561,11571,11581,11591,11601,11611,11621,11631,11641,11651,11661,11671,11681,11691,11701,11711,11721,11731,11741,11751,11761,11771,11781,11791,11801,11811,11821,11831,11841,11851,11861,11871,11881,11891,11901,11911,11921,11931,11941,11951,11961,11971,11981,11991,12001,12011,12021,12031,12041,12051,12061,12071,12081,12091,12101,12111,12121,12131,12141,12151,12161,12171,12181,12191,12201,12211,12221,12231,12241,12251,12261,12271,12281,12291,12301,12311,12321,12331,12341,12351,12361,12371,12381,12391,12401,12411,12421,12431,12441,12451,12461,12471,12481,12491,12501,12511,12521,12531,12541,12551,12561,12571,12581,12591,12601,12611,12621,12631,12641,12651,12661,12671,12681,12691,12701,12711,12721,12731,12741,12751,12761,12771,12781,12791,12801,12811,12821,12831,12841,12851,12861,12871,12881,12891,12901,12911,12921,12931,12941,12951,12961,12971,12981,12991,13001,13011,13021,13031,13041,13051,13061,13071,13081,13091,13101,13111,13121,13131,13141,13151,13161,13171,13181,13191,13201,13211,13221,13231,13241,13251,13261,13271,13281,13291,13301,13311,13321,13331,13341,13351,13361,13371,13381,13391,13401,13411,13421,13431,13441,13451,13461,13471,13481,13491,13501,13511,13521,13531,13541,13551,13561,13571,13581,13591,13601,13611,13621,13631,13641,13651,13661,13671,13681,13691,13701,13711,13721,13731,13741,13751,13761,13771,13781,13791,13801,13811,13821,13831,13841,13851,13861,13871,13881,13891,13901,13911,13921,13931,13941,13951,13961,13971,13981,13991,14001,14011,14021,14031,14041,14051,14061,14071,14081,14091,14101,14111,14121,14131,14141,14151,14161,14171,14181,14191,14201,14211,14221,14231,14241,14251,14261,14271,14281,14291,14301,14311,14321,14331,14341,14351,14361,14371,14381,14391,14401,14411,14421,14431,14441,14451,14461,14471,14481,14491,14501,14511,14521,14531,14541,14551,14561,14571,14581,14591,14601,14611,14621,14631,14641,14651,14661,14671,14681,14691,14701,14711,14721,14731,14741,14751,14761,14771,14781,14791,14801,14811,14821,14831,14841,14851,14861,14871,14881,14891,14901,14911,14921,14931,14941,14951,14961,14971,14981,14991
Average,374.27951,304.44492,275.45837,234.57576,221.37939,209.49961,197.25095,192.88146,187.5506,182.9661,177.01745,171.83614,168.11014,164.8027,162.0502,160.35787,158.84224,152.87388,151.22236,150.04448,149.3129,146.28481,143.54004,141.40378,140.43913,139.62127,138.68608,137.33382,135.76328,135.42652,135.23721,133.7506,133.23047,131.11196,129.93796,129.41614,129.20027,128.90859,127.86013,126.81619,126.29077,125.59642,125.47536,125.41083,125.36339,124.84926,124.64812,124.51438,124.10473,123.09106,122.56369,122.33731,122.12017,121.34916,120.32441,120.11238,119.94748,119.86583,119.80442,119.78425,119.74889,119.73281,119.70725,118.80662,118.64698,118.52507,118.41739,118.4139,118.40434,118.04848,117.90823,117.79878,117.73573,117.69488,117.6947,117.67504,117.66169,117.66169,117.65633,117.62485,117.60147,117.12634,117.07064,117.05848,117.03884,117.02451,116.99255,116.36925,116.36806,116.25111,116.00678,115.55323,115.54849,115.44052,115.43187,115.41371,115.32744,115.30341,115.30325,115.29153,115.21502,114.72193,114.60183,114.59064,114.5752,114.55324,114.53371,114.50396,114.49688,113.44672,113.41535,113.38872,113.34828,113.32696,112.5393,112.43946,112.41508,112.41027,112.41024,112.35965,112.33801,112.29898,112.29557,110.41759,110.41299,110.29494,110.24568,110.24543,110.24411,110.2434,110.24255,110.24225,110.24214,110.24209,110.24209,110.19867,110.13644,110.13632,110.136,110.12451,110.10451,110.10387,110.10387,110.1028,110.10275,110.10274,110.10274,110.10274,110.10274,110.10274,110.10274,110.10274,110.10274,109.919,109.91898,109.90742,109.8501,109.83184,109.82954,109.827,109.8266,109.8266,109.8266,109.80722,109.79948,109.79948,109.79524,109.77837,109.77719,109.77719,109.77581,109.77551,109.77399,109.77359,109.77359,109.77359,109.77359,109.77359,109.77359,109.77359,109.77359,109.77359,109.77121,109.77108,109.77108,109.771,109.771,109.771,109.771,109.771,109.771,109.771,109.771,109.771,109.771,109.771,109.771,109.771,109.771,109.771,109.771,109.75578,109.75242,109.7452,109.74325,109.73623,109.73623,109.7155,109.714,109.69973,109.693,109.69076,109.69073,109.69038,109.69038,109.69038,109.69038,109.69038,109.69038,109.69038,109.69038,109.69038,109.69038,109.69038,109.69038,109.69038,109.69038,109.69038,109.69038,109.69038,109.69038,109.69038,109.69038,108.57757,108.57757,108.45654,108.40662,108.40622,108.39787,108.37065,108.36329,108.36095,108.35752,108.35588,108.34481,108.32981,108.3235,108.32146,108.32145,108.32145,108.32132,108.32072,108.32071,108.32066,108.32059,108.32059,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.32057,108.31897,108.31889,108.31889,108.31889,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31868,108.31859,108.31859,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31855,108.31687,108.31687,108.31687,108.31687,108.31687,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31666,108.31507,108.31507,108.31507,108.31507,108.31507,108.31507,108.31507,108.31507,108.31507,108.31507,108.31507,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477,108.31477
